age,income,credit_score,years_employed,debt_to_income,num_credit_cards,education,marital_status,credit_limit,loan_default
52,22172.0,435,16.3,0.135,2,2,0,11810,0
52,,644,3.8,0.096,4,2,0,11187,0
46,22370.0,466,17.0,0.319,4,2,1,11445,0
56,35396.0,850,10.4,0.484,3,2,0,11676,0
52,20000.0,534,,0.113,1,2,0,11337,0
26,20000.0,631,14.2,0.075,1,1,1,14489,0
58,196622.0,681,9.2,0.176,1,2,0,38843,0
58,20000.0,615,0.3,0.262,1,3,0,6671,0
34,28045.0,615,1.1,0.195,7,1,1,7642,0
46,27071.0,701,8.1,0.369,2,0,0,11233,0
55,25924.0,833,8.7,0.217,0,0,1,12621,0
42,59699.0,742,11.0,0.396,1,1,0,16579,0
61,77537.0,827,10.2,0.043,3,3,0,27166,0
80,28431.0,524,8.6,0.211,2,0,1,8592,0
33,20000.0,688,11.6,0.093,4,2,1,13673,0
24,100665.0,669,6.8,0.302,5,3,0,20419,0
50,33649.0,692,2.4,0.178,0,3,1,11795,0
56,144966.0,815,19.5,0.278,5,1,1,34760,0
42,20000.0,624,0.1,0.06,3,1,1,10434,0
67,42460.0,601,3.7,0.201,1,1,0,11783,0
25,168533.0,714,10.4,0.215,4,0,2,33163,0
55,27375.0,437,4.5,0.145,1,1,1,9645,0
36,30321.0,622,0.2,0.163,7,0,0,9628,1
71,46001.0,634,0.5,0.274,4,1,0,8890,0
75,23225.0,540,8.4,0.399,2,0,1,5911,0
34,28292.0,777,26.8,0.388,2,1,0,16776,0
37,27716.0,523,6.4,0.374,3,3,0,8933,0
58,21984.0,634,5.7,0.067,2,2,0,10480,0
39,97060.0,685,3.1,0.296,1,2,1,20946,0
44,52515.0,812,2.4,0.311,6,2,1,13992,0
45,44378.0,649,0.2,0.104,4,0,1,12370,0
18,69346.0,762,2.6,0.23,4,2,1,17005,0
45,29393.0,734,4.8,0.036,2,0,1,12587,0
35,20000.0,665,1.8,0.485,3,1,0,4615,0
38,22424.0,519,,0.188,3,1,1,5493,0
67,36367.0,478,10.1,0.274,3,0,2,10383,0
26,20000.0,663,18.0,0.239,2,0,0,14103,0
57,24338.0,585,22.1,0.207,3,3,1,18038,0
41,24031.0,760,7.7,0.141,5,2,1,14391,0
41,198719.0,740,0.4,0.23,4,1,1,35670,0
57,20000.0,628,,0.058,4,2,0,14680,0
50,31455.0,511,0.9,0.206,1,2,1,9557,0
54,144431.0,711,8.9,0.277,0,0,0,27774,0
60,40034.0,528,12.1,0.59,1,2,0,9176,0
40,66352.0,559,10.4,0.116,1,3,2,20052,0
36,39335.0,532,24.3,0.192,4,2,1,17899,0
29,21293.0,633,10.7,0.395,3,2,1,8437,0
33,20000.0,790,9.5,0.187,6,3,1,12589,0
80,42803.0,649,2.4,0.158,3,2,1,15388,0
64,20000.0,597,20.7,0.253,3,3,2,14799,0
25,20000.0,467,1.6,0.101,5,1,1,8793,0
25,24363.0,716,18.8,0.411,3,2,1,13938,0
52,146662.0,556,3.0,0.463,3,2,0,25352,0
53,248667.0,664,1.1,0.381,2,1,0,38847,0
53,43207.0,607,14.0,0.158,6,3,1,18602,0
41,25039.0,751,0.0,0.294,1,3,0,7537,0
43,20000.0,631,14.3,0.161,4,0,1,11376,0
50,52830.0,643,2.4,0.231,4,3,0,13744,0
46,151195.0,708,17.3,0.194,3,1,1,35771,0
18,29796.0,850,9.4,0.1,4,1,1,15204,0
42,20000.0,757,8.8,0.117,0,0,1,11529,0
32,62071.0,639,3.6,0.104,5,3,0,17422,0
48,79883.0,650,0.5,0.132,1,2,2,18197,0
80,20000.0,587,14.2,0.116,6,0,0,11923,0
51,,536,1.5,0.44,4,2,1,7042,0
40,52103.0,584,3.7,0.218,5,0,0,12150,0
59,34252.0,557,7.3,0.116,0,2,0,14987,0
52,20000.0,728,5.3,0.288,1,1,1,8841,0
51,81859.0,521,1.8,0.06,2,0,2,18558,0
54,26299.0,810,1.2,0.133,2,2,1,11804,0
76,20000.0,740,1.1,0.382,6,2,1,4822,0
28,20000.0,652,15.9,0.176,4,2,1,12061,0
52,99576.0,650,0.3,0.188,1,2,0,19495,0
31,59476.0,583,30.2,0.129,1,1,1,23887,0
53,38963.0,682,1.8,0.329,1,2,0,10055,0
31,25534.0,781,0.9,0.23,3,0,0,9185,0
39,23785.0,566,6.9,0.351,3,1,1,9007,0
41,20000.0,466,0.7,0.421,2,2,0,3172,0
60,25715.0,734,7.4,0.055,4,2,1,15183,0
59,20000.0,689,15.2,0.097,2,3,0,16069,0
26,20154.0,516,0.4,0.255,1,2,0,6219,0
46,28318.0,562,12.9,0.066,2,3,1,16078,0
34,59154.0,547,4.0,0.251,2,2,2,12829,0
26,35174.0,563,1.4,0.262,2,2,1,8807,0
42,68593.0,611,1.5,0.089,4,0,0,15115,0
40,106864.0,618,20.1,0.237,1,2,0,26962,0
80,84672.0,572,0.9,0.328,2,2,0,15741,0
51,52913.0,559,16.1,0.15,1,1,0,17183,0
24,36662.0,623,6.3,0.147,1,0,0,14539,0
37,20000.0,670,0.3,0.016,2,0,1,10863,0
60,65641.0,612,5.0,0.27,1,0,0,14250,0
76,139218.0,789,13.6,0.043,2,1,0,35241,0
21,47748.0,711,10.4,0.328,6,0,0,14069,0
18,168351.0,459,5.4,0.122,4,3,1,32564,0
73,20000.0,713,15.7,0.288,2,3,0,15605,0
51,20000.0,723,1.0,0.206,6,3,0,9998,0
32,71981.0,598,19.3,0.24,3,2,1,21380,0
53,44866.0,471,,0.117,2,2,1,17623,0
18,103884.0,651,9.9,0.152,5,3,0,24826,0
45,35869.0,649,13.6,0.076,2,1,1,16481,0
50,20000.0,515,6.3,0.03,2,0,1,11539,0
59,30611.0,476,9.0,0.202,3,1,1,9515,0
30,20000.0,639,6.6,0.297,5,2,0,8986,0
46,20000.0,622,3.5,0.2,1,2,0,9924,0
31,79059.0,600,6.7,0.233,5,0,1,17002,0
49,73001.0,640,2.4,0.22,1,2,0,16538,0
32,48553.0,518,4.6,0.081,5,2,0,13499,0
39,20000.0,598,2.6,0.28,3,1,1,8920,0
30,27263.0,714,1.0,0.419,2,2,0,7337,0
55,20000.0,608,3.1,0.115,4,2,0,9055,0
58,93081.0,449,15.3,0.101,4,0,1,24097,0
41,22766.0,593,3.8,0.335,3,1,1,8080,0
46,20000.0,522,11.0,0.054,2,1,1,13521,1
23,37192.0,682,,0.352,7,2,2,9492,0
41,21761.0,688,4.4,0.117,4,2,0,12484,0
44,119014.0,451,1.0,0.208,2,0,1,20722,0
80,20174.0,741,1.2,0.136,4,1,1,9371,0
28,20000.0,517,7.7,0.36,1,1,1,9523,0
67,20000.0,837,7.5,0.205,4,1,0,12148,0
60,35432.0,644,1.9,0.202,0,2,1,11287,0
49,23166.0,500,5.1,0.469,0,1,1,4622,0
71,20000.0,513,15.9,0.279,2,0,1,10488,0
51,94031.0,692,1.5,0.157,6,0,0,19877,0
51,61932.0,603,0.2,0.182,3,0,1,13543,0
44,35505.0,638,8.4,0.302,2,2,1,12705,0
63,108170.0,844,0.4,0.109,6,0,1,21940,0
61,61699.0,566,31.3,0.124,4,1,2,25493,0
36,20000.0,657,7.5,0.129,3,3,0,13004,0
25,20000.0,820,5.1,0.205,5,0,0,9702,0
42,69870.0,682,4.5,0.143,2,0,0,16168,0
33,49866.0,457,6.8,0.08,2,1,2,13630,0
44,41598.0,711,,0.06,3,0,0,13473,0
64,20000.0,510,21.3,0.429,2,2,1,11361,0
38,,819,7.9,0.236,4,1,1,17202,0
44,20000.0,551,1.6,0.429,4,1,0,1835,0
46,33470.0,850,6.6,0.293,1,3,0,14117,0
58,,826,1.1,0.068,2,1,0,26381,0
18,21404.0,554,0.1,0.171,7,2,0,6651,0
36,20000.0,652,8.0,0.285,4,3,1,11030,0
48,20000.0,740,8.4,0.239,1,3,2,11857,0
63,80454.0,744,7.0,0.227,3,1,2,20402,0
38,44524.0,703,1.6,0.42,4,3,0,8035,0
18,32758.0,800,7.4,0.394,6,2,1,9933,0
54,24167.0,635,0.5,0.166,6,2,1,9519,0
35,53546.0,606,7.5,0.123,1,2,1,18116,0
27,20000.0,608,6.5,0.274,6,1,0,8372,0
36,46376.0,753,8.5,0.203,2,1,0,14445,0
42,20232.0,694,18.1,0.052,2,2,2,17705,0
36,20000.0,685,15.2,0.279,3,1,1,13161,0
18,21808.0,745,31.6,0.198,2,2,1,21210,0
58,26894.0,404,29.9,0.142,3,1,1,18931,0
64,,687,11.8,0.533,3,2,0,8965,0
55,43843.0,676,,0.401,3,0,1,16748,0
28,20000.0,850,16.2,0.373,2,1,1,13508,0
42,20000.0,467,10.4,0.277,5,2,0,9132,0
45,26549.0,837,0.6,0.153,4,1,0,11985,0
54,121061.0,659,0.4,0.156,0,2,0,24964,0
55,20000.0,709,14.5,0.121,2,2,1,15378,0
34,41367.0,850,5.4,0.085,3,1,1,16216,0
46,120093.0,717,13.5,0.493,2,0,1,20569,0
52,20000.0,698,3.0,0.488,4,0,0,4693,0
67,49771.0,679,4.1,0.199,4,2,2,14258,0
56,20000.0,592,9.6,0.418,1,2,1,6952,0
57,24253.0,647,19.8,0.152,2,1,0,15492,0
46,20000.0,564,0.7,0.044,4,0,0,9081,0
66,20222.0,645,15.8,0.423,5,0,1,7506,0
51,320465.0,370,12.6,0.196,4,1,0,56384,0
32,71365.0,701,3.0,0.19,2,3,0,19246,0
66,87675.0,635,3.5,0.128,3,0,1,18853,0
55,53830.0,610,0.4,0.33,2,0,0,8625,0
38,20000.0,676,0.1,0.41,2,2,1,5419,0
38,49810.0,478,5.2,0.268,3,2,1,11581,0
49,,850,0.8,0.175,4,2,0,20092,0
52,20000.0,638,1.7,0.197,1,1,0,9275,0
48,78611.0,632,15.0,0.175,2,2,2,21359,0
50,63797.0,534,6.8,0.422,1,2,0,12642,0
70,159793.0,653,8.0,0.301,2,1,1,29064,0
61,25998.0,816,1.7,0.156,2,1,2,10479,0
48,20000.0,774,14.1,0.105,5,2,0,15407,0
59,27193.0,753,16.2,0.079,5,0,1,15276,0
30,114515.0,716,5.9,0.073,4,2,1,27439,0
51,20000.0,607,,0.051,5,2,1,15931,0
72,20000.0,476,14.9,0.172,4,2,1,11528,0
42,39008.0,626,10.5,0.263,4,2,0,14607,0
32,25487.0,622,10.6,0.336,0,2,0,12071,0
35,36541.0,776,0.9,0.457,1,3,1,9026,0
29,77362.0,687,2.5,0.09,2,1,1,20225,0
33,23340.0,843,0.6,0.337,3,2,0,7030,0
39,20000.0,794,0.1,0.184,2,2,2,8337,0
24,186388.0,595,1.4,0.232,9,2,2,32566,0
45,,435,17.0,0.136,2,3,0,13134,0
59,20000.0,816,2.2,0.305,3,2,2,8534,0
31,87814.0,813,28.1,0.086,6,1,0,32893,0
68,26700.0,486,7.3,0.323,7,2,1,8209,0
53,34520.0,831,2.2,0.115,3,1,1,14665,0
60,53436.0,696,5.5,0.156,4,2,0,15650,0
35,86411.0,669,2.0,0.088,5,2,1,21217,0
58,27812.0,844,33.1,0.118,1,1,1,24359,0
29,122512.0,811,15.0,0.571,1,2,1,24585,0
58,20000.0,728,0.2,0.178,3,0,1,6632,0
48,66691.0,707,23.6,0.575,1,3,1,20601,0
53,20000.0,724,10.2,0.15,3,2,1,14566,0
27,108860.0,602,0.7,0.052,3,1,1,22641,0
32,40686.0,643,,0.191,3,1,1,13507,0
54,21198.0,542,8.3,0.201,1,1,1,9619,0
31,61714.0,610,2.0,0.403,4,2,0,11896,0
52,74202.0,606,11.4,0.452,3,0,0,15625,0
24,60689.0,574,0.7,0.117,2,1,2,14010,0
58,20000.0,666,5.4,0.106,0,1,0,10401,0
27,24656.0,611,0.1,0.229,2,3,0,8110,0
53,36197.0,710,27.7,0.201,2,1,1,19999,0
54,35136.0,455,11.1,0.086,3,2,1,14728,0
35,66158.0,636,1.4,0.256,1,1,1,14088,0
54,20000.0,666,3.3,0.178,2,1,1,9928,0
49,47451.0,613,1.4,0.158,4,1,2,12066,0
37,28797.0,629,11.6,0.467,2,2,0,10949,0
30,20000.0,460,0.5,0.216,2,3,0,9201,0
18,20051.0,693,14.7,0.529,5,1,2,8475,0
50,30588.0,728,22.8,0.212,3,2,1,20548,0
22,20000.0,709,9.0,0.181,4,1,2,12030,0
46,20722.0,775,1.9,0.077,1,2,0,10868,0
41,20000.0,674,3.6,0.122,7,2,1,9103,0
55,55616.0,707,5.2,0.157,4,1,2,16544,0
40,20000.0,669,7.4,0.395,1,1,0,7232,0
40,30574.0,733,8.8,0.074,6,3,2,15982,0
56,124719.0,461,6.5,0.419,4,0,0,19044,0
50,80457.0,543,3.5,0.065,3,2,0,20395,0
50,74743.0,840,17.7,0.323,4,1,1,21918,0
52,24345.0,355,0.7,0.117,4,1,0,6297,0
22,56074.0,633,5.0,0.303,5,0,0,11320,0
56,30118.0,791,12.0,0.203,3,2,0,15002,0
54,31043.0,639,0.5,0.194,2,2,1,10249,0
30,50400.0,601,9.8,0.097,3,2,0,18108,0
41,22526.0,666,13.7,0.345,4,1,2,10390,0
44,119899.0,608,,0.118,2,1,2,24983,0
43,31949.0,654,0.1,0.082,7,3,1,12013,0
50,59557.0,568,1.6,0.449,2,3,1,11566,0
66,,783,3.3,0.402,4,2,0,21901,0
61,82894.0,821,2.1,0.356,3,2,1,16666,0
25,20000.0,634,26.3,0.054,0,2,0,19356,0
54,51840.0,484,8.4,0.152,4,2,1,15576,0
65,71724.0,587,2.8,0.05,2,2,1,18711,0
51,74124.0,628,21.2,0.195,2,3,1,24519,0
61,20000.0,711,10.8,0.259,1,2,1,13275,0
75,21469.0,529,2.7,0.356,2,2,0,6532,1
60,,558,3.8,0.18,3,0,0,17336,0
49,20000.0,711,1.8,0.109,1,3,0,12006,0
61,28574.0,763,28.3,0.218,1,2,2,23103,0
47,128117.0,575,5.8,0.106,4,3,1,28667,0
45,34953.0,490,18.1,0.389,3,2,0,13276,0
40,20304.0,850,3.4,0.248,4,0,0,7905,0
68,20000.0,744,15.8,0.235,2,2,1,15425,0
33,47390.0,618,0.4,0.434,2,3,0,9931,0
68,,754,32.2,0.258,4,0,1,16631,0
52,29796.0,635,19.4,0.076,1,3,1,19104,0
24,47410.0,754,3.6,0.119,4,2,0,15400,0
51,102675.0,669,11.9,0.239,3,0,0,23114,0
18,61947.0,661,11.2,0.124,3,1,0,20483,0
54,20512.0,636,18.5,0.272,1,0,1,13651,0
58,93222.0,476,2.9,0.354,3,0,0,14831,0
36,28578.0,850,5.0,0.149,2,3,2,13120,0
47,20000.0,537,16.0,0.091,2,2,1,13594,0
74,,487,12.1,0.065,4,1,1,14556,0
37,114753.0,624,4.0,0.306,4,0,1,20557,0
29,41448.0,535,15.0,0.157,4,0,0,15864,0
67,36681.0,644,0.4,0.332,3,3,2,9225,0
74,134561.0,733,12.2,0.084,4,2,2,34192,0
45,20000.0,769,1.9,0.25,6,0,0,8828,0
60,20000.0,748,2.7,0.259,2,2,1,8702,0
65,20000.0,613,5.4,0.047,2,3,0,14773,0
34,48929.0,656,4.8,0.181,4,2,1,14333,0
38,41489.0,699,5.9,0.229,4,1,0,11746,0
63,124765.0,439,6.3,0.175,1,2,0,24205,0
70,44125.0,718,3.2,0.295,1,2,1,11115,0
53,26283.0,475,1.5,0.337,3,0,0,4076,0
32,36368.0,850,11.7,0.113,2,3,0,19542,0
75,39901.0,601,4.1,0.312,8,3,1,9725,0
37,20000.0,628,5.6,0.135,3,2,0,11791,0
40,317510.0,558,8.3,0.292,3,2,1,53556,0
50,55044.0,574,19.2,0.293,3,1,0,16585,0
68,42959.0,850,9.8,0.375,2,2,2,14756,0
58,59405.0,763,0.4,0.085,5,1,0,15781,0
51,64057.0,464,14.6,0.181,2,2,2,20385,0
52,32453.0,831,36.3,0.123,3,0,0,23959,0
46,21917.0,793,5.1,0.36,7,1,0,9003,0
53,58663.0,616,27.9,0.324,4,3,1,21231,0
18,49443.0,687,6.3,0.383,2,1,1,12059,0
41,20000.0,648,4.9,0.142,1,2,1,10151,0
49,113010.0,850,3.2,0.105,1,2,0,24504,0
28,45921.0,554,8.6,0.24,4,3,0,14288,0
51,65111.0,668,2.1,0.317,1,3,0,15873,0
42,110585.0,599,0.9,0.071,1,1,2,23133,0
71,36957.0,478,0.2,0.117,5,3,1,10524,0
69,46796.0,850,2.8,0.211,5,1,1,14277,0
38,69426.0,508,4.0,0.261,3,2,0,15078,0
43,20335.0,676,6.4,0.194,3,2,1,10375,0
44,37920.0,441,2.8,0.301,2,3,1,7631,0
38,40152.0,602,33.1,0.313,6,2,0,20636,0
48,20000.0,701,2.8,0.466,5,1,0,5637,0
34,231911.0,551,4.7,0.215,1,2,1,39989,0
28,20000.0,720,0.9,0.349,3,1,1,6785,0
54,20000.0,618,2.4,0.144,4,2,1,7841,0
54,103920.0,789,0.4,0.286,3,2,0,20138,0
33,64255.0,813,6.6,0.198,3,2,0,18460,0
58,20000.0,580,11.1,0.313,3,1,1,9372,0
36,59032.0,659,1.7,0.199,0,2,1,15493,0
49,117510.0,672,3.7,0.073,3,0,1,26488,0
57,35447.0,724,0.1,0.193,1,2,1,11619,0
44,290413.0,652,14.6,0.361,0,0,1,51453,0
52,20000.0,673,12.1,0.121,4,3,0,13821,0
37,63263.0,621,0.5,0.192,4,1,0,14877,0
42,92339.0,664,3.6,0.128,3,0,0,21111,0
42,74093.0,806,24.9,0.305,2,2,0,25231,0
34,30838.0,728,4.0,0.329,3,1,2,11557,0
42,28786.0,734,6.0,0.126,1,1,0,12253,0
22,51809.0,737,3.5,0.189,1,2,2,16824,0
38,69745.0,632,7.3,0.085,3,1,0,18591,0
41,58805.0,688,30.6,0.268,3,0,0,22393,0
41,83454.0,520,40.0,0.126,3,1,0,31028,0
41,20000.0,802,11.9,0.307,0,0,0,10130,0
44,30266.0,316,4.1,0.503,3,2,0,2044,0
52,20000.0,640,5.5,0.169,3,0,0,9777,0
58,26665.0,787,3.5,0.024,1,1,1,12785,0
35,81812.0,486,,0.103,2,2,0,31538,0
27,39592.0,698,9.8,0.111,3,3,2,17828,0
29,,568,4.8,0.248,0,0,1,49022,0
38,42392.0,606,0.1,0.332,2,3,2,9159,0
40,38092.0,764,5.9,0.151,5,1,0,13493,0
33,39535.0,674,33.0,0.196,2,2,0,23706,0
26,21802.0,406,5.9,0.093,5,0,1,8985,0
38,34673.0,533,1.6,0.29,1,3,1,8374,0
48,89521.0,767,0.2,0.091,5,2,2,21102,0
54,39782.0,704,3.5,0.268,2,0,0,12835,0
37,20000.0,850,20.0,0.063,2,1,0,18858,0
39,20000.0,850,40.0,0.248,4,2,2,23155,0
31,25332.0,609,23.3,0.072,1,2,1,18076,0
45,38526.0,850,10.5,0.008,2,2,1,19743,0
32,94360.0,653,6.5,0.102,3,1,0,23667,0
54,20000.0,534,7.1,0.54,6,2,0,4078,0
18,28117.0,574,6.2,0.303,4,1,1,8535,0
40,40760.0,379,9.8,0.375,2,0,2,8039,0
50,20000.0,843,4.3,0.102,1,0,2,12490,0
48,20000.0,841,8.9,0.238,3,1,0,11324,0
80,21080.0,528,1.0,0.121,2,1,0,10490,0
50,20000.0,623,2.5,0.143,4,2,0,11321,0
30,42341.0,661,14.5,0.309,3,2,1,14563,0
44,31938.0,535,18.7,0.296,4,1,1,12999,0
18,23290.0,439,6.2,0.331,6,1,0,6837,0
44,51142.0,625,0.3,0.176,0,1,1,13659,0
33,144128.0,611,20.9,0.556,4,3,1,29629,0
59,134781.0,603,9.7,0.262,4,2,1,26025,0
37,20000.0,677,4.3,0.177,6,2,1,10141,0
43,57622.0,822,7.3,0.073,3,2,0,18939,0
35,31495.0,614,4.5,0.207,5,1,1,11025,0
71,41115.0,670,5.0,0.113,4,1,1,15460,0
40,26407.0,737,17.4,0.076,2,2,0,18271,0
72,39898.0,716,1.4,0.384,5,3,2,11501,0
57,40992.0,576,0.9,0.163,3,1,0,9387,0
52,22853.0,662,0.0,0.288,2,2,0,6651,0
51,20000.0,716,,0.216,2,2,1,9256,0
51,25363.0,515,,0.159,4,2,0,7618,0
18,43801.0,802,2.0,0.154,2,2,1,14394,0
41,58641.0,822,0.1,0.341,4,1,2,11939,0
58,71875.0,563,2.1,0.378,4,2,2,12315,0
44,24456.0,673,3.2,0.352,0,1,0,7567,0
24,45573.0,727,0.3,0.173,3,2,1,11921,0
44,78433.0,585,7.5,0.484,7,1,1,13776,0
71,92270.0,708,6.7,0.343,2,0,0,18468,0
64,34646.0,670,0.8,0.086,5,0,1,11285,0
44,30432.0,474,7.2,0.454,5,2,0,6199,0
59,42315.0,705,40.0,0.336,2,0,0,21065,0
40,20000.0,518,23.1,0.147,4,1,0,14715,0
19,31105.0,763,0.0,0.357,5,1,1,6488,0
31,65885.0,569,12.7,0.259,4,0,0,17382,0
68,60691.0,631,3.5,0.376,5,2,0,13209,0
41,29254.0,815,0.5,0.153,4,2,0,12630,0
41,43225.0,710,2.8,0.298,1,3,1,12595,0
41,20000.0,520,3.1,0.191,1,3,2,9331,0
74,63754.0,528,5.9,0.07,4,0,1,16416,0
69,34124.0,578,8.7,0.16,6,1,2,13522,0
78,29122.0,697,11.1,0.187,4,1,1,12205,0
43,27190.0,693,2.3,0.248,1,3,1,10131,0
49,34533.0,549,3.1,0.095,1,1,1,13756,0
22,25380.0,510,2.9,0.075,2,2,1,9968,0
67,61483.0,684,3.6,0.038,2,2,1,18201,0
27,26470.0,628,40.0,0.536,0,1,1,16521,0
48,129881.0,850,12.0,0.134,3,2,1,29735,0
29,117262.0,654,29.5,0.315,3,0,0,30507,0
36,,850,9.5,0.217,2,1,1,13827,0
32,38398.0,510,4.2,0.231,3,1,1,10530,0
36,21579.0,461,4.0,0.15,2,1,1,6575,0
37,27964.0,516,5.4,0.212,4,1,2,10086,0
37,180222.0,793,4.3,0.15,1,2,0,36789,0
58,28394.0,850,14.1,0.194,4,3,1,16135,0
28,48445.0,556,5.0,0.216,1,3,2,14129,0
48,55997.0,595,2.8,0.416,0,1,2,11397,0
63,20000.0,510,11.9,0.58,2,1,1,5311,0
37,20000.0,433,15.4,0.082,1,0,0,10612,0
34,20000.0,736,4.4,0.226,3,2,0,9688,0
42,20000.0,677,8.8,0.307,2,1,0,8659,0
63,20000.0,651,0.5,0.328,3,1,2,5470,0
48,56143.0,482,6.0,0.103,2,1,1,14484,0
37,187842.0,847,0.4,0.176,0,2,1,36682,0
52,40874.0,590,0.2,0.225,1,0,2,9337,0
28,20000.0,714,7.6,0.16,4,3,0,12385,0
55,21715.0,475,2.9,0.214,1,2,1,9492,0
51,25157.0,627,10.9,0.442,0,0,1,10742,0
40,20000.0,685,18.1,0.383,0,1,0,13096,0
32,72269.0,689,1.2,0.348,2,0,1,12863,0
32,69439.0,669,10.3,0.293,2,1,0,17814,0
53,20000.0,709,5.8,0.173,5,1,1,10698,0
63,64865.0,514,1.0,0.169,1,2,1,15963,0
35,123186.0,674,8.4,0.287,3,2,0,25154,0
52,166383.0,664,7.5,0.238,2,0,2,33169,0
18,359392.0,678,5.8,0.352,4,2,1,59388,0
36,20000.0,659,20.9,0.132,5,3,1,15607,0
45,347798.0,497,5.9,0.128,5,2,0,58071,0
31,27354.0,492,37.3,0.193,0,3,0,24730,0
31,22607.0,384,5.7,0.422,1,1,2,3536,0
35,47177.0,748,1.0,0.075,2,1,1,16246,0
49,22796.0,749,5.1,0.406,5,1,1,6999,0
42,49973.0,751,1.6,0.128,3,3,1,15950,0
18,20000.0,687,7.3,0.267,1,1,0,11014,0
18,30001.0,394,9.5,0.354,4,3,2,7909,0
36,101566.0,527,5.1,0.345,3,2,0,20270,0
52,34695.0,670,0.8,0.316,4,1,0,6329,0
18,40671.0,666,5.1,0.376,2,0,2,10232,0
38,53115.0,623,0.7,0.114,1,0,0,14403,0
37,92645.0,694,9.2,0.1,3,0,2,23108,0
66,20000.0,651,12.5,0.118,6,2,1,12839,0
39,57966.0,664,26.2,0.211,2,2,0,22873,0
51,29304.0,573,1.3,0.319,5,2,0,6936,0
47,41494.0,768,6.1,0.286,1,2,1,12387,0
18,,598,6.7,0.374,4,3,1,18353,0
57,20000.0,490,20.5,0.186,3,0,0,11792,0
48,20000.0,557,7.9,0.354,2,0,2,9390,0
53,20000.0,608,1.3,0.136,5,2,1,10141,0
80,,769,4.6,0.302,2,0,2,8099,0
18,105277.0,645,8.5,0.102,2,0,1,25675,0
71,32976.0,628,9.6,0.264,4,2,0,12352,0
41,20000.0,500,15.9,0.124,5,2,2,15975,0
49,24624.0,744,1.6,0.376,1,2,1,8262,0
44,20000.0,572,24.2,0.466,0,3,1,13947,0
39,20000.0,638,0.5,0.175,3,1,1,7332,0
36,49566.0,828,33.0,0.253,6,3,1,25652,0
50,20000.0,711,15.6,0.167,0,0,0,12416,0
22,88442.0,455,8.6,0.207,7,3,1,21699,0
56,34307.0,438,10.6,0.231,2,1,1,9067,0
39,38889.0,642,0.6,0.248,3,3,2,10987,0
28,,504,0.3,0.123,3,1,0,9906,0
38,67392.0,728,,0.434,5,2,0,13039,0
64,67950.0,655,0.7,0.136,2,1,1,15787,0
37,47479.0,670,6.3,0.083,4,1,1,15656,0
50,57058.0,565,1.9,0.329,1,0,0,11639,0
34,30648.0,850,15.7,0.436,4,2,0,13370,0
56,56037.0,850,4.7,0.255,1,0,0,15751,0
55,27714.0,617,9.5,0.086,3,1,0,13544,0
73,36380.0,692,8.5,0.309,4,0,1,11149,0
42,29152.0,662,3.1,0.268,4,2,1,9163,0
55,25191.0,619,2.2,0.173,5,1,2,11162,0
46,20925.0,550,3.4,0.02,3,2,1,9689,0
64,52794.0,520,12.7,0.106,2,3,1,19577,0
34,,514,7.1,0.116,5,3,2,24029,0
56,92678.0,699,2.3,0.251,3,1,2,18957,0
42,20000.0,588,13.6,0.35,1,0,0,9569,0
44,101861.0,341,0.5,0.1,3,0,0,18795,0
46,28155.0,703,9.6,0.119,2,2,2,16346,0
49,58723.0,645,4.6,0.251,0,1,1,15160,0
43,20000.0,812,10.5,0.409,2,1,1,9893,0
48,40684.0,695,21.0,0.199,5,1,2,19285,0
69,46676.0,473,11.1,0.278,7,2,1,10444,0
60,20000.0,382,4.7,0.168,0,3,1,11448,0
58,59078.0,564,1.3,0.026,4,2,0,15217,0
38,106590.0,575,13.1,0.188,5,2,2,26049,0
32,31580.0,763,4.9,0.453,4,2,1,8864,0
59,107811.0,649,0.6,0.155,3,2,0,24382,0
58,31202.0,786,10.2,0.269,5,2,1,14441,0
67,71659.0,491,2.8,0.289,3,0,0,12967,0
36,20000.0,766,0.4,0.496,4,0,0,3336,0
42,251456.0,737,18.6,0.271,5,2,0,48455,0
20,120134.0,408,5.3,0.131,4,1,1,24710,0
39,28920.0,809,2.6,0.161,6,1,1,10895,0
60,20000.0,661,10.1,0.219,4,2,1,13547,0
38,45726.0,697,17.4,0.043,2,2,0,23824,0
55,20000.0,546,0.0,0.281,1,2,2,6355,0
42,51838.0,803,9.3,0.133,5,1,1,19370,0
50,50476.0,508,11.7,0.321,3,1,0,13885,0
28,20000.0,750,1.9,0.078,1,1,1,13316,0
46,,748,5.4,0.161,5,0,2,20349,0
18,69179.0,533,0.7,0.053,3,0,1,16098,0
42,79273.0,850,11.0,0.267,8,0,2,19106,0
21,36574.0,678,15.0,0.454,2,1,0,13115,0
63,20000.0,728,0.9,0.069,3,1,2,10106,0
57,79404.0,467,13.6,0.165,4,1,1,21469,0
52,29252.0,850,11.8,0.133,0,2,2,16474,0
68,20000.0,503,3.4,0.156,6,2,2,6150,0
31,107112.0,773,9.4,0.129,6,0,1,23875,0
71,194761.0,531,0.0,0.152,2,2,1,35434,0
59,35137.0,576,21.5,0.095,2,0,0,18685,0
41,204290.0,745,,0.316,3,3,1,36201,0
62,39068.0,773,7.7,0.056,1,1,1,16806,0
28,26786.0,497,8.7,0.311,1,2,0,10429,0
